description,url,localisation,prix,agence,titre,infos
"argenteuil, proche bezons, maison avec grage et cave, offrant entree, sejour, deux chambres, cuisine, douche, wc, terrasse et jardinet, copropriete de sol ( sans charges), proximite ecoles, transports et commerces, rafraichissement a prevoir ! nombre de lots de la copropriete : 3 votre agent commercial 3g immo sur place, immatricule au rsac de pontoise sous le n 788 964 898 : rachid benayada, tel: 06 58 18 25 45 honoraire a la charge de l'acquereur : non bien en copropriete : non nombre de lots de la copropriete : 3 procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/vente/default/ville-00000/1205875742A1KIVHMN000,,182000,3g immo - consultant reseau national,vente maison 3 pieces 38 m2 environ a argenteuil (95100),"nombre de pieces : 3, surface : 38m, balcon / terrasse, emission de gaz a effet de serre : 28 kgeq/m2.an, consommation energetique : 409 kwh/m2 an"
"le blanc mesnil, dans quartier residentiel pavillonnaire, belle maison traditionnelle renovee d'environ 112m2. possibilite d'amenager le sous-sol (non enterre de 60m2 sur 4 pieces), pour obtenir une surface totale habitable de 172m2. sur un terrain clos, elle vous offre au rdc : sejour avec belle cheminee insert, cuisine equipee, 2 chambres, salle d'eau et wc. a l'etage : 3 chambres, rangements. garage, parking, sous/sol total, barbecue... a voir absolument !!!. a proximite : autoroute a1, metro, ecoles et bus a pied, centre leclerc a 150m, gare le blanc mesnil (paris gare du nord a 5 minutes), roissy cdg a moins de 15 minutes... ' renseignements et visites 7 jours sur 7 '. nombre de lots de la copropriete : 1 votre agent commercial 3g immo sur place, immatricule au rsac de compiegne sous le n 498 483 460 : claude pietri, tel: 06 03 99 01 23 honoraire a la charge de l'acquereur : non bien en copropriete : non nombre de lots de la copropriete : 1 montant moyen des charges annuelles : 1200 euros procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/vente/default/ville-00000/1205875571A1KIVHMN000,,276000,3g immo - consultant reseau national,vente maison 6 pieces 112 m2 environ a le blanc mesnil (93150),"nombre de pieces : 6, surface : 112m, parking / garage, jardin / terrain, emission de gaz a effet de serre : 23 kgeq/m2.an, consommation energetique : 161 kwh/m2 an"
"93230 romainville / limite montreuil - quartier 3 communes - efficity, l'agence qui estime votre bien en ligne, vous propose cette maison ancienne 4 pieces de 90m2 avec un jardin de 300m2 baignees de soleil. au calme, alliant le charme de l'ancien et l'originalite du moderne, elle se compose au rez de chaussee d'une entree, d'un sejour/salle a manger avec une cuisine ouverte hauteur plafond 2m05, le tout donnant sur jardin, une salle de bain et un wc separe. a l'etage 3 chambres avec une salle d'eau a renover, un coin bureau ainsi qu'une seconde terrasse. egalement un box et 2 grands espaces de rangement. travaux a prevoir efficity sa, au capital de 270 983  - carte professionnelle t 12024 delivree par la prefecture de police de paris - siege : 100 bd du montparnasse 75014 paris - garantie financiere cegc pour un montant de 1640000,00 - rcs : paris 497617746 - didier rechal, agent commercial du reseau immobilier efficity est inscrit au rsac de meaux n519950422 ref annonce : 18551nom du negociateur : rechaldidier honoraire a la charge de l'acquereur : 1 pourcentage des honoraires a la charge de l'acquereur : 2.99 % statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/romainville-93230/1205744607A1KIVHMN000,,385000,efficity,vente maison 4 pieces 90 m2 environ a romainville (93230),"nombre de pieces : 4, surface : 90m, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 350, - balcon, - box, emission de gaz a effet de serre : 51 kgeq/m2.an, consommation energetique : 221 kwh/m2 an"
"93230 romainville - dans voie privee - efficity, l'agence qui estime votre bien en ligne, vous propose cette belle maison ancienne 4 pieces de 90m2 avec un jardin de 300m2 et 2 terrasses baignees de soleil sans aucun vis a vis. au calme, alliant le charme de l'ancien et l'originalite du moderne, elle se compose au rez de chaussee d'une belle entree, d'un sejour/salle a manger avec une cuisine ouverte, le tout donnant sur une grande terrasse, d'une salle de bains et de wc separes. a l'etage 3 chambres avec une salle d'eau, un coin bureau ainsi qu'une seconde terrasse. cette belle maison possede egalement un box et 2 grands espaces de rangement. - efficity sa, au capital de 270 983 - carte professionnelle t 12024 delivree par la prefecture de police de paris- siege : 100 bd du montparnasse 75014 paris- garantie financiere cegc pour un montant de 1640000,00- rcs : paris 497617746- didier rechal, agent commercial du reseau immobilier efficity est inscrit au rsac de meaux n519950422nom du negociateur : rechaldidier honoraire a la charge de l'acquereur : 1 pourcentage des honoraires a la charge de l'acquereur : 2.99 % statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/montreuil-93100/1205764398A1KIVHMN000,,385000,efficity,vente maison 4 pieces 90 m2 environ a montreuil (93100),"nombre de pieces : 4, surface : 90m, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 3, - surface du terrain : 350, - balcon, - box, emission de gaz a effet de serre : 51 kgeq/m2.an, consommation energetique : 221 kwh/m2 an"
"toutes les photos, plans 3d, adresse du bien et numero du proprietaire sur immo-neo.com - ref annonce: 139115 - 04.93.00.11.91 la maison date de 1868, construite en pierres de taill . sous sol : 1 cave de 38,20m21 chaufferie de 3,40m21 cellier de 6,30m2 rez de chaussee :hall d'entree de 3,37m2, escalier bois, boiseriesejour triple de 64m2, sol en parquet point de hongrie, cheminee, boiseries, hauteur sous plafond de 3,5m, porte fenetres donnant sur la terrassecuisine amenagee de 20m2 entierement equipee, plan de travail en marbre d'italie a l'etage : (hauteur sous plafond de 3,20m)paliercouloir de 12m2 desservant toutes les pieceschambre 1 de 14m2 donnant sur balconchambre 2 de 14m2 donnant sur balconchambre 3, suite parentale donnant sur blacon, paquet au sol,dressing, salle de bain avec baignoire et douche a litalienne, coin buanderiewc deuxieme etage :paliercouloir de 12m2 desservant toutes les pieceschambre 4 de 14m2chambre 5 de 14m2chambre 6, grande chambre avec mezzanine et des hauteurs sous plafond de 5msalle de bainwctoutes les photos, plans 3d, adresse du bien et numero du proprietaire sur immo-neo.com - ref annonce: 139115 - 04.93.00.11.91",http://www.paruvendu.fr/immobilier/prestige/default/demeure-de-maitre/1205862160A1KIVHMN000,,890000,immo-neo.com,vente maison 9 pieces 262 m2 environ a creteil (94000),"nombre de pieces : 9, surface : 262m"
"vous pouvez contacter directement le proprietaire au 04.99.74.74.85. maison, surface de 114 m2, terrain de 90 m2, a chatenay malabry. la classe energie de ce bien est e. belle maison t5 de 114m2 a 50 m du parc de la vallee aux loups et 700m du parc de sceaux. pas de vis-a-vis. sejour-salle a manger de 31m2 expose sud-... (cliquez sur le lien ci-dessous).",http://www.paruvendu.fr/immobilier/vente/default/ville-00000/1205863468A1KIVHMN000,,559000,contact : 100% entre particuliers,vente maison 5 pieces 114 m2 environ a chatenay malabry (92290),"nombre de pieces : 5, surface : 114m, jardin / terrain, consommation energetique : 276 kwh/m2 an"
"tres belle maison individuelle de 150 m2 sur un terrain clos de 500 m2 environ sans vis a vis. tres belle prestation et produit rare, elle vous propose au rdc, une belle entree desservant un grand garage et un studio de 30 m2 avec cuisine et salle d'eau donnant sur le jardin. a l'etage, un grand sejour double de 40 m2 avec cheminee et balcon traversant, une cuisine us, un grand bureau ou chambre, une piece de jeux (possibilite de la transformer en salle d'eau) et un wc. dans les combles, une buanderie, wc et 2 chambres dont une suite parentale avec dressing et salle de bains. idealement placee, proche de toutes commodites et du canal de lourc, venez la visiter et vous serez sous le charme. sextant france - christophe chabraud agent base a la queue en brie - 06 48 06 40 16 - plus d'informations sur www.sextantfrance.fr ref. 3468 honoraire a la charge de l'acquereur : non bien en copropriete : non montant moyen des charges annuelles : 0.00 euros procedure sur le syndicat des coproprietaires : non",http://www.paruvendu.fr/immobilier/vente/default/ville-00000/1205863556A1KIVHMN000,,389000,sextant france,vente maison 6 pieces 150 m2 environ a les pavillons sous bois (93320),"nombre de pieces : 6, surface : 150m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 500, - balcon, - parking"
"a clamart,dans un secteur pavillonnaire tres recherche,au calme et a 10min des portes de paris,tres belle maison contemporaine sur 255m2 de terrain.140m2 habitables au total,avec des combles amenages et un studio totalement independant attenant;grand sous sol cave,buanderie,chaufferie de 50m2 et terrasse exterieure donnant sur une allee privee.propriete parfaitement entretenue avec aucuns travaux a prevoir. contactez votre conseiller safti : gregory castel, tel. : 06 73 24 87 85, e-mail : gregory.castel@safti.fr - agent commercial immatricule au rsac de paris sous le numero 797 655 545surface terrain : 255 ma2.",http://www.paruvendu.fr/immobilier/prestige/default/maison-contemporaine-de-140m2-dans-un-secteur-tres-recherche-a-clamart/1205866024A1KIVHMN000,,875500,safti,vente maison 8 pieces 145 m2 environ a clamart (92140),"nombre de pieces : 8, surface : 145m, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 255, - terrasse, emission de gaz a effet de serre : 34 kgeq/m2.an, consommation energetique : 234 kwh/m2 an"
"a bondy belle maison de 83,81 m2. la maison est composee sejour-salon, cuisine, cellier et 3 chambres, salle de bains, le tout sur un terrain de 150 m2 dans un environnement privilegie. contactez karim au 0665248858. (photo non contractuelle - terrain propose par notre partenaire financier) disponible a partir du 22/10/2016. cette offre de maison comprend : le prix du terrain, le prix de la maison. prix hors : frais de notaire, frais d'agence, frais d'hypotheque, branchements (eau, edf, ptt, etc), raccordements.",http://www.paruvendu.fr/immobilier/vente/maison/maison-a-bondy-de-4-pieces/1205868439A1KIVHMN000,,260700,mtlf,vente maison 4 pieces 84 m2 environ a bondy (93140),"nombre de pieces : 4, surface : 84m, jardin / terrain"
"projet de construction d'une maison rt 2012 de 80m2 habitable (espace de vie ouvert sur la cuisine, trois chambres, salle de bain ) et un garage. la maison est edifiee sur un terrain de 260m2 exposee plein sud proche des ecoles et des commerces. eligible au pret a taux zero elisa ringeard 06.63.18.39.64 (photo non contractuelle - terrain propose par notre partenaire financier) disponible a partir du 22/10/2016. cette offre de maison comprend : le prix du terrain, le prix de la maison, les frais de notaire, les branchements (eau, edf, ptt, etc), les raccordements.",http://www.paruvendu.fr/immobilier/vente/maison/maison-avec-une-surface-de-78-29-m2-sur-un-terrain-de-260-m2-situe-a-massy/1205868466A1KIVHMN000,,300487,mtlf,vente maison 4 pieces 78 m2 environ a massy (91300),"nombre de pieces : 4, surface : 78m, parking / garage, jardin / terrain"
"projet de construction d'une maison rt 2012 de 80m2 habitable (espace de vie ouvert sur la cuisine, trois chambres, salle de bain ) et un garage. la maison est edifiee sur un terrain de 135m2 exposee plein sud proche des ecoles et des commerces. eligible au pret a taux zero elisa ringeard 06.63.18.39.64 (photo non contractuelle - terrain propose par notre partenaire financier) disponible a partir du 22/10/2016. cette offre de maison comprend : le prix du terrain, le prix de la maison, les frais de notaire, les branchements (eau, edf, ptt, etc), les raccordements.",http://www.paruvendu.fr/immobilier/vente/maison/maison-avec-une-surface-de-78-29-m2-sur-un-terrain-de-135-m2-situe-a-massy/1205868467A1KIVHMN000,,281187,mtlf,vente maison 4 pieces 78 m2 environ a massy (91300),"nombre de pieces : 4, surface : 78m, parking / garage, jardin / terrain"
"projet de construction d'une maison rt 2012 de 80m2 habitable (espace de vie ouvert sur la cuisine, trois chambres, salle de bain ) et un garage. la maison est edifiee sur un terrain de 152m2 exposee plein sud proche des ecoles et des commerces. eligible au pret a taux zero elisa ringeard 06.63.18.39.64 (photo non contractuelle - terrain propose par notre partenaire financier) disponible a partir du 22/10/2016. cette offre de maison comprend : le prix du terrain, le prix de la maison, les frais de notaire, les branchements (eau, edf, ptt, etc), les raccordements.",http://www.paruvendu.fr/immobilier/vente/maison/maison-avec-une-surface-de-78-29-m2-sur-un-terrain-de-154-m2-situe-a-massy/1205868468A1KIVHMN000,,291187,mtlf,vente maison 4 pieces 78 m2 environ a massy (91300),"nombre de pieces : 4, surface : 78m, parking / garage, jardin / terrain"
"projet de construction d'une maison rt 2012 de 95m2 habitable (espace de vie ouvert sur la cuisine, trois chambres, salle de bain ) et un garage. la maison est edifiee sur un terrain de 210m2 exposee plein sud proche des ecoles et des commerces. dans le quartier pavillonnaire des graviers eligible au pret a taux zero elisa ringeard 06.63.18.39.64 (photo non contractuelle - terrain propose par notre partenaire financier) disponible a partir du 22/10/2016. cette offre de maison comprend : le prix du terrain, le prix de la maison, les branchements (eau, edf, ptt, etc), les raccordements.",http://www.paruvendu.fr/immobilier/vente/maison/maison-avec-une-surface-de-95-1-m2-sur-un-terrain-de-211-m2-situe-a-massy/1205868469A1KIVHMN000,,339767,mtlf,vente maison 5 pieces 95 m2 environ a massy (91300),"nombre de pieces : 5, surface : 95m, parking / garage, jardin / terrain"
