description,url,localisation,prix,agence,titre,infos
Apt de prestige comme un hotel particulier donnant sur un jardin et terrasses de 150 m2 - l'appartement se compose de 5 chambres - 4 bains d'une tres belle reception de 80 m2 environ reception de 80 m2 environ - 4 parking - cave,http://www.explorimmo.com/annonce-5851350.html,"Paris 7eme,",7150000,Etude Courcelles - Paris,Vente appartement 8 pieces 330 m2,"Nombre de pieces : 8, Surface : 330 m2 (loi carrez), Nombre de chambres : 5, Nombre de salles de bain : 4, Terrain : 150 m2, Type de chauffage : Habitat individuel, Statut : libre, Etage : 1, Exposition : Sud-Ouest, Ascenseur : oui, Cave : oui, Digicode : oui, Interphone : oui, Jardin : oui, Parking : oui, Salle de bain : oui, Terrasse : oui, Visiophone : oui, Energie : NC, GES : NC"
"Quartier Gros Caillou, dans un immeuble Art Deco, 4 Pieces (74 m2) en rez-de-chaussee offrant une entree desservant un vaste sejour avec une cuisine amenagee , 3 chambres, une salle de bain, wc. Belle hauteur sous plafond, cheminee, parquet. REFAIT A NEUF. Cave. Gardien. Metro : Invalides. Contact : 01 44 01 46 46",http://www.explorimmo.com/annonce-5418292.html,Paris 7eme,760000,Rez-de-chaussee.com,Vente appartement 5 pieces 74 m2,"Nombre de pieces : 5, Surface : 74 m2, Nombre de chambres : 3, Cave : oui, Energie : C (120), GES : G (130)"
"Appartement Duplex 5 pieces terrasse 30 m2 Paris 75007 PALAIS BOURBON / LILLE Dans un immeuble d'exception entierement renove, duplex situe en rez-de-chaussee et 1er etage. Ce duplex est compose au rez-de-chaussee d'une terrasse privative de plain-pied de 30 m2, d'une tres belle piece a vivre et d'une cuisine separee avec acces direct a la terrasse. Au 1er etage les trois chambres ont chacune une salle de bain. Tres belles prestations.",http://www.explorimmo.com/annonce-23739078-1.html,Paris 7eme,3164000,Agence Varenne 6eme,Vente appartement 5 pieces 164 m2,"Nombre de pieces : 5, Surface : 164 m2, Nombre de chambres : 3, Etage : Rez-de-chaussee, Calme : oui, Digicode : oui, Gardien : oui, Terrasse : oui, Energie : NC, GES : NC"
"Paris 7 - Esplanade des Invalides - Dans un immeuble de grand standing, cet appartement de 223m2 comprend une galerie d'entree, un salon, une salle a manger, une cuisine dinatoire, une suite parentale avec sa salle de bains et son dressing, 3 chambres, 2 salle de bains et de nombreux rangements. Vue directe sur l'Esplanade des Invalides avec un apercu Tour Eiffel, belle hauteur de 3.45m, orientation Ouest. Une chambre de service, un debarras et 3 caves completent ce bien. Possibilite de studio",http://www.explorimmo.com/annonce-5984002.html,Paris 7eme,3120000,Barnes Champ-de-mars,Vente appartement 6 pieces 236 m2,"Nombre de pieces : 6, Surface : 236 m2, Nombre de chambres : 4, Nombre de salles de bain : 2, Etage : 1, Exposition : Non precise, Ascenseur : oui, Cheminee : oui, Salle d'eau : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Boulevard des Invalides, dans un immeuble ancien, au 2eme etage avec ascenseur, un beau duplex de 82 m2 traversant sur boulevard et jardin, ensoleille, avec vue degagee. 2eme etage Entree Salon Salle a manger Cuisine 3eme etage 3 chambres Salle de bains Dressing Bon etat",http://www.explorimmo.com/annonce-5913460.html,Paris 7eme,1200000,Philippe Menager & Nicolas Hug,Vente appartement 5 pieces 82 m2,"Nombre de pieces : 5, Surface : 82 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Type de chauffage : Chauffage electrique, Etage : 2, Exposition : Non precise, Ascenseur : oui, Cheminee : oui, Digicode : oui, Salle de bain : oui, Energie : NC, GES : NC"
Paris 7 - Tour Maubourg - Au 3e etage plateau de 200m2 a amenager. La reception et l'eventuel bureau beneficient de 3 grandes fenetres sur l' avenue. Les chambres donnent sur une vaste cour degagee. Renovation de l'immeuble et parties communes de grande qualite. Cave A vendre a Paris. Barnes International Immobilier de luxe. Renseignements : +33(0)1.85.56.05.00,http://www.explorimmo.com/annonce-5984008.html,Paris 7eme,2990000,Barnes Champ-de-mars,Vente appartement 6 pieces 200 m2,"Nombre de pieces : 6, Surface : 200 m2, Nombre de chambres : 3, Etage : 3, Exposition : Non precise, Ascenseur : oui, Energie : NC, GES : NC"
"Paris 7 - Tour Maubourg - Au 4e etage d'un immeuble de standing, plateau de 200 m2 a amenager. Tres clair. Vue degagee . Cave A vendre a Paris. Barnes International Immobilier de luxe. Renseignements : +33(0)1.85.56.05.00",http://www.explorimmo.com/annonce-5984010.html,Paris 7eme,3650000,Barnes Champ-de-mars,Vente appartement 6 pieces 200 m2,"Nombre de pieces : 6, Surface : 200 m2, Nombre de chambres : 3, Etage : 4, Exposition : Non precise, Ascenseur : oui, Energie : NC, GES : NC"
"Paris 7 - Barbet de Jouy - Exclusivite. Au 3eme et dernier etage d'un ancien Hotel Particulier, cet elegant appartement de 65m2 comprend un sejour, une cuisine equipee, une chambre avec sa salle de bains, des toilettes separees, une buanderie et de nombreux rangements. Renovation haut de gamme, vue degagee et orientation plein sud caracterisent ce pied-a-terre d'exception situe dans une rue prisee du 7eme. Une place de parking au sous-sol et une cave completent ce bien. A vendre a Paris. Barnes",http://www.explorimmo.com/annonce-5984014.html,Paris 7eme,1180000,Barnes Champ-de-mars,"Vente appartement 2 pieces 67,85 m2","Nombre de pieces : 2, Surface : 67,85 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Etage : 3, Exposition : Non precise, Ascenseur : oui, Salle de bain : oui, Energie : E (271), GES : E (53)"
"Paris 7 - Saints Peres / Verneuil - Appartement renove de 170m2 idealement place. Il se compose d'une entree, d'une triple reception ouvrant sur un jardin arbore de 120m2 ainsi que de deux chambres dont une donnant sur le meme jardin, deux salles de bains, une cuisine. Belle hauteur sous plafond et beaucoup de caractere pour ce bien rare dans le quartier. Une cave complete ce bien. A vendre a Paris. Barnes International Immobilier de luxe. Renseignements : +33(0)1.85.56.05.00",http://www.explorimmo.com/annonce-5984018.html,Paris 7eme,4725000,Barnes Champ-de-mars,Vente appartement 5 pieces 180 m2,"Nombre de pieces : 5, Surface : 180 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Terrain : 103 m2, Exposition : Non precise, Salle d'eau : oui, Salle de bain : oui, Energie : NC, GES : NC"
"VENTE APPARTEMENT - PARIS 7 - MOTTE PICQUET - ETAGE ELEVE - 2 CHAMBRES Cote Suffren et a 2 pas du Champ de Mars, un appartement situe au 5eme etage d'un immeuble de standing avec gardien, beneficiant d'une belle adresse. Celui ci est compose d'une entree avec placards, d'un salon et d'une salle a manger sur rue profitant d'une exposition ouest et d'une vue partiellement degagee, d'une cuisine renovee recemment, de toilettes invites, de deux chambres respectivement sur rue et cour avec chacune",http://www.explorimmo.com/annonce-5984022.html,Paris 7eme,1720000,Barnes Champ-de-mars,Vente appartement 4 pieces 116 m2,"Nombre de pieces : 4, Surface : 116 m2, Nombre de chambres : 2, Nombre de salles de bain : 2, Etage : 5, Exposition : Non precise, Ascenseur : oui, Salle de bain : oui, Energie : F (372), GES : G (87)"
"Paris 7 - Saints Peres / Verneuil - Appartement renove de 170m2 idealement place au 2eme etage. Il se compose d'une entree, d'un grand salon d'angle avec vues sur un jardin, d'une salle a manger, de deux chambres dont une donnant sur ce meme jardin, deux salles de bains, une cuisine et de toilettes invites. Belle hauteur sous plafond et beaucoup de luminosite pour ce bien de caractere, rare dans le quartier. Une cave complete ce bien. A vendre a Paris. Barnes International Immobilier de luxe.",http://www.explorimmo.com/annonce-5984020.html,Paris 7eme,4725000,Barnes Champ-de-mars,Vente appartement 4 pieces 180 m2,"Nombre de pieces : 4, Surface : 180 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Etage : 2, Exposition : Non precise, Ascenseur : oui, Cheminee : oui, Salle d'eau : oui, Salle de bain : oui, Energie : NC, GES : NC"
"PARIS 7 - Solferino - Appartement atypique de 102 m2 en rez de chaussee sur cour arboree remplie de charme, comprenant trois pieces en enfilade dont une avec verriere zenithale, une cuisine, une salle de bains/wc, rangements. A vendre a Paris. Barnes International Immobilier de luxe. Renseignements : +33(0)1.85.56.05.00",http://www.explorimmo.com/annonce-5984042.html,Paris 7eme,995000,Barnes Champ-de-mars,Vente appartement 3 pieces 110 m2,"Nombre de pieces : 3, Surface : 110 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Exposition : Non precise, Salle de bain : oui, Energie : NC, GES : NC"
"Paris 7 - Saint Francois Xavier - Appartement de prestige d'une surface de 380m2 situe au 1er etage d'un immeuble d'angle de grand standing. Il se compose de 8 pieces principales. Nombreuses receptions, 4 chambres, 1 bureau, cuisine avec espace dinatoire et office, sauna, 4 salles de bains. Tres lumineux et en parfait etat, il beneficie d'une hauteur sous plafond d'environ 4m. Exceptionnel A vendre a Paris. Barnes International Immobilier de luxe. Renseignements : +33(0)1.85.56.05.00",http://www.explorimmo.com/annonce-5984004.html,Paris 7eme,4575000,Barnes Champ-de-mars,Vente appartement 8 pieces 380 m2,"Nombre de pieces : 8, Surface : 380 m2, Nombre de chambres : 4, Nombre de salles de bain : 2, Etage : 1, Exposition : Non precise, Ascenseur : oui, Salle d'eau : oui, Salle de bain : oui, Energie : NC, GES : NC"
"PARIS 7 - VANEAU - Appartement en rez de chaussee sur cour arboree, d'une surface de 83 m2, comprenant: une entree, une double reception, deux chambres, une cuisine meublee et equipee, une salle d'eau/wc, dressing et lingerie. Appartement totalement renove avec de beaux volumes et du caractere dans un environnement calme et a proximite des commerces de la rue de Sevres. Une cave complete ce bien. A vendre a Paris. Barnes International Immobilier de luxe. Renseignements : +33(0)1.85.56.05.00",http://www.explorimmo.com/annonce-5984032.html,Paris 7eme,895000,Barnes Champ-de-mars,Vente appartement 4 pieces 83 m2,"Nombre de pieces : 4, Surface : 83 m2, Nombre de chambres : 2, Exposition : Non precise, Salle d'eau : oui, Energie : NC, GES : NC"
Quartier ST-Thomas d'Aquin - Beau volume pour cette galerie de 128 M2 au sol. Surface vitree importante. Remise. Alarme. Tres belle adresse,http://www.explorimmo.com/annonce-5997068.html,"Paris 7eme,",1840000,Verneuil Immobilier,Vente divers,"Nombre de pieces : Non precise, Surface : NC, Energie : NC, GES : NC"
"Tres belle adresse avec vue sur Tour Eiffel, sur l'esplanade arboree des invalides. Cet appartement de prestige de 223 m2 dans un bel immeuble pierre de taille est compose comme suit : galerie d'entree, sejour, salle a manger (ou 5eme chambre), quatre chambres, deux salles de bains et une douche.Grande cuisine dinatoire, nombreux rangements.Un studio de service de 12 m2 avec toilette, WC et kitchenette et une chambre 9m2 sans confort est propose en plus. Un deuxieme ascenseur pour l'escalier de service.Deux",http://www.explorimmo.com/annonce-2411684.html,"Paris 7eme,",2998000,Henri James,Vente appartement 6 pieces 223 m2,"Nombre de pieces : 6, Surface : 223 m2, Nombre de chambres : 5, Nombre de salles de bain : 2, Etage : 1, Salle d'eau : oui, Salle de bain : oui, Energie : D (164), GES : D (30)"
"PARIS 7eme a proximite immediate de la rue Cler et de la rue Saint-Dominique, dans une rue calme et residentielle du quartier Gros Caillou d'un immeuble recent dont les parties communes seront entierement renovees (livraison Juillet), prestations de grand standing, nous vous proposons ce bien clef en main de 56,40 m2 ouvrant sur un balcon loggia de 12 m2 avec vue sur L'EGLISE DU GROS CAILLOU, revisite par architecte et decorateur. Il se compose d'une entree, d'un wc avec espace buanderie, d'un vaste",http://www.explorimmo.com/annonce-5833164.html,"Paris 7eme,",875000,Emporio Estate Group - Haussmann Prestige,Vente appartement 2 pieces 55 m2,"Nombre de pieces : 2, Surface : 55 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Etage : 2, Balcon : oui, Interphone : oui, Salle d'eau : oui, Salle de bain : oui, Energie : NC, GES : NC"
"BAC - GRENELLESitue au troisieme etage d'une copropriete ancienne de grand standing, beau deux pieces ( 66m2) calme et lumineux comprenant: Entree, degagement avec placards, sejour ouvert sur cuisine americaine equipee haut de gamme, chambre, salle de bains, salle d'eau, WC separe. Acces direct a un toit - terrasse privatif d'une superficie de 62m2.LAFORET PRESTIGE PARIS 6 - Regulated by RICS",http://www.explorimmo.com/annonce-6006306.html,"Paris 7eme,",1195000,Laforet Prestige,"Vente appartement 2 pieces 66,02 m2","Nombre de pieces : 2, Surface : 66,02 m2 (loi carrez), Nombre de chambres : 1, Nombre de salles de bain : 1, Cave : oui, Digicode : oui, Interphone : oui, Salle de bain : oui, Terrasse : oui, Energie : E (321), GES : F (75)"
"Au Cur de St Germain des Pres Tres bel immeuble XIXe Exceptionnelles parties communes. Au 3 e etage. Ascenseur. Gardienne. Charmant 2 pieces traversant (rue et cour), Agencement parfait, refait a neuf. Vendu meuble,(sauf tableaux), chauffage central. Cave. Taxe fonciere : 884 Charges mensuelles 320",http://www.explorimmo.com/annonce-6022718.html,"Paris 7eme,",590000,Camar Immobilier,"Vente appartement 2 pieces 36,42 m2","Nombre de pieces : 2, Surface : 36,42 m2 (loi carrez), Nombre de chambres : 1, Nombre de salles de bain : 1, Type de chauffage : Chauffage central, Statut : libre, Etage : 3, Exposition : Est-Ouest, Ascenseur : oui, Cave : oui, Digicode : oui, Salle d'eau : oui, Energie : F (348), GES : G (82)"
